,ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
52894,YBDF,small_airport,Bedford Downs Airport,1750.0,OC,AU,AU-WA,,YBDF,BDW,,"-17.286699295, 127.462997437"
52895,YBDG,small_airport,Bendigo Airport,705.0,OC,AU,AU-VIC,,YBDG,BXG,,"-36.7393989563, 144.330001831"
52899,YBDV,medium_airport,Birdsville Airport,159.0,OC,AU,AU-QLD,,YBDV,BVI,,"-25.897499084472656, 139.34800720214844"
52901,YBEB,small_airport,Bellburn Airstrip,810.0,OC,AU,AU-WA,Pumululu National Park,YBEB,BXF,,"-17.545, 128.305"
52906,YBEO,small_airport,Betoota Airport,91.0,OC,AU,AU-QLD,,YBEO,BTX,,"-25.641700744628906, 140.7830047607422"
52913,YBGB,small_airport,Beagle Bay Airport,124.0,OC,AU,AU-WA,Beagle Bay,YBGB,BEE,,"-17.0165, 122.6464"
52914,YBGD,small_airport,Boolgeeda,1871.0,OC,AU,AU-WA,,YBGD,OCM,,"-22.54, 117.275"
52916,YBGO,small_airport,Balgo Hill Airport,1440.0,OC,AU,AU-WA,Balgo,YBGO,BQW,,"-20.1483, 127.973"
52920,YBH,seaplane_base,Bull Harbour Water Aerodrome,0.0,,CA,CA-BC,Bull Harbour,,YBH,AH6,"50.9179, -127.9372"
52922,YBHI,medium_airport,Broken Hill Airport,958.0,OC,AU,AU-NSW,Broken Hill,YBHI,BHQ,,"-32.0013999939, 141.472000122"
52924,YBHM,medium_airport,Hamilton Island Airport,15.0,OC,AU,AU-QLD,Hamilton Island,YBHM,HTI,,"-20.3581008911, 148.95199585"
52927,YBIE,medium_airport,Bedourie Airport,300.0,OC,AU,AU-QLD,,YBIE,BEU,,"-24.346099853515625, 139.4600067138672"
52929,YBIL,small_airport,Billiluna Airport,1000.0,OC,AU,AU-WA,,YBIL,BIW,,"-19.566699981699998, 127.666999817"
52933,YBIZ,small_airport,Bizant Airport,65.0,OC,AU,AU-QLD,Lakefield National Park,YBIZ,BZP,,"-14.7402777778, 144.119444444"
52934,YBJ,seaplane_base,Baie-Johan-Beetz Water Aerodrome,,,CA,CA-QC,Baie-Johan-Beetz,,YBJ,SG6,"50.2838, -62.8063"
52936,YBKE,medium_airport,Bourke Airport,352.0,OC,AU,AU-NSW,,YBKE,BRK,,"-30.039199829101562, 145.95199584960938"
52938,YBKT,small_airport,Burketown Airport,21.0,OC,AU,AU-QLD,,YBKT,BUC,,"-17.748600006103516, 139.53399658203125"
52939,YBLA,medium_airport,Benalla Airport,569.0,OC,AU,AU-VIC,,YBLA,BLN,,"-36.55189895629883, 146.0070037841797"
52941,YBLC,small_airport,Balcanoona Airport,144.0,OC,AU,AU-SA,,YBLC,LCN,,"-30.53499984741211, 139.33700561523438"
52945,YBLL,small_airport,Bollon Airport,182.0,OC,AU,AU-QLD,,YBLL,BLS,,"-28.058300018310547, 147.48300170898438"
52947,YBLN,small_airport,Busselton Regional Airport,55.0,OC,AU,AU-WA,,YBLN,BQB,,"-33.6884231567, 115.401596069"
52950,YBMA,medium_airport,Mount Isa Airport,1121.0,OC,AU,AU-QLD,Mount Isa,YBMA,ISA,,"-20.663900375399997, 139.488998413"
52951,YBMC,medium_airport,Sunshine Coast Airport,15.0,OC,AU,AU-QLD,Maroochydore,YBSU,MCY,,"-26.6033, 153.091003"
52952,YBMD,small_airport,Bloomfield River Airport,,OC,AU,AU-QLD,,YBMD,BFC,,"-15.8736000061, 145.330001831"
52954,YBMK,medium_airport,Mackay Airport,19.0,OC,AU,AU-QLD,Mackay,YBMK,MKY,,"-21.171699523900003, 149.179992676"
52960,YBNA,medium_airport,Ballina Byron Gateway Airport,7.0,OC,AU,AU-NSW,Ballina,YBNA,BNK,,"-28.8339004517, 153.56199646"
52963,YBNS,medium_airport,Bairnsdale Airport,165.0,OC,AU,AU-VIC,,YBNS,BSJ,,"-37.88750076293945, 147.5679931640625"
52969,YBOI,small_airport,Boigu Airport,23.0,OC,AU,AU-QLD,,YBOI,GIC,,"-9.23278045654, 142.218002319"
52970,YBOK,medium_airport,Oakey Airport,1335.0,OC,AU,AU-QLD,,YBOK,OKY,,"-27.411399841308594, 151.73500061035156"
52976,YBOU,medium_airport,Boulia Airport,542.0,OC,AU,AU-QLD,,YBOU,BQL,,"-22.913299560546875, 139.89999389648438"
52980,YBPI,small_airport,Brampton Island Airport,11.0,OC,AU,AU-QLD,,YBPI,BMP,,"-20.803300857543945, 149.27000427246094"
52981,YBPN,medium_airport,Proserpine Whitsunday Coast Airport,82.0,OC,AU,AU-QLD,Proserpine,YBPN,PPP,,"-20.4950008392, 148.552001953"
52982,YBQ,seaplane_base,Telegraph Harbour Seaplane Base,0.0,,CA,CA-BC,Thetis Island,,YBQ,,"48.97, -123.664"
52986,YBRK,medium_airport,Rockhampton Airport,34.0,OC,AU,AU-QLD,Rockhampton,YBRK,ROK,,"-23.3819007874, 150.475006104"
52987,YBRL,small_airport,Borroloola Airport,55.0,OC,AU,AU-NT,,YBRL,BOX,,"-16.075300216674805, 136.302001953125"
52988,YBRM,medium_airport,Broome International Airport,56.0,OC,AU,AU-WA,Broome,YBRM,BME,,"-17.944700241088867, 122.23200225830078"
52989,YBRN,medium_airport,Balranald Airport,210.0,OC,AU,AU-NSW,,YBRN,BZD,,"-34.623600006103516, 143.5780029296875"
52992,YBRU,small_airport,Brunette Downs Airport,700.0,OC,AU,AU-NT,,YBRU,BTD,,"-18.639999389599996, 135.93800354"
52993,YBRW,medium_airport,Brewarrina Airport,414.0,OC,AU,AU-NSW,,YBRW,BWQ,,"-29.973899841308594, 146.81700134277344"
52994,YBRY,small_airport,Barimunya Airport,2082.0,OC,AU,AU-WA,,YBRY,BYP,,"-22.673900604248, 119.16600036621"
53000,YBTH,medium_airport,Bathurst Airport,2435.0,OC,AU,AU-NSW,Bathurst,YBTH,BHS,,"-33.4094009399, 149.651992798"
53001,YBTI,medium_airport,Bathurst Island Airport,67.0,OC,AU,AU-NT,,YBTI,BRT,,"-11.769200325012207, 130.6199951171875"
53003,YBTL,medium_airport,Townsville Airport,18.0,OC,AU,AU-QLD,Townsville,YBTL,TSV,,"-19.252500534057617, 146.76499938964844"
53005,YBTR,medium_airport,Blackwater Airport,657.0,OC,AU,AU-QLD,,YBTR,BLT,,"-23.603099822998047, 148.8070068359375"
53008,YBTV,small_airport,Batavia Downs Airport,,OC,AU,AU-QLD,,YBTV,BVW,,"-12.6591997147, 142.675003052"
53011,YBUD,medium_airport,Bundaberg Airport,107.0,OC,AU,AU-QLD,Bundaberg,YBUD,BDB,,"-24.903900146499996, 152.319000244"
53015,YBUN,small_airport,Bunbury Airport,53.0,OC,AU,AU-WA,,YBUN,BUY,,"-33.378299713134766, 115.677001953125"
53026,YBWM,small_airport,Bulimba Airport,470.0,OC,AU,AU-QLD,,YBWM,BIP,,"-16.8808002472, 143.479003906"
53027,YBWN,small_airport,Bowen Airport,8.0,OC,AU,AU-QLD,,YBWN,ZBO,,"-20.018299102783203, 148.21499633789062"
53029,YBWP,medium_airport,Weipa Airport,63.0,OC,AU,AU-QLD,Weipa,YBWP,WEI,,"-12.6786003113, 141.925003052"
53030,YBWR,small_airport,Bolwarra Airport,,OC,AU,AU-QLD,,YBWR,BCK,,"-17.388299942, 144.169006348"
53033,YBWW,medium_airport,Toowoomba Wellcamp Airport,1509.0,OC,AU,AU-QLD,Toowoomba,YBWW,WTB,,"-27.558332, 151.793335"
53034,YBWX,small_airport,Barrow Island Airport,26.0,OC,AU,AU-WA,,YBWX,BWB,,"-20.86440086364746, 115.40599822998047"
53041,YBYS,small_airport,Beverley Springs Airport,385.0,OC,AU,AU-WA,,YBYS,BVZ,,"-16.733299255371094, 125.43299865722656"
53046,YCAC,small_airport,Cattle Creek Airport,,OC,AU,AU-NT,,YCAC,CTR,,"-17.607000351, 131.548995972"
53048,YCAG,small_airport,Caiguna Airport,87.0,OC,AU,AU-WA,,YCAG,CGV,,"-32.26499938964844, 125.49299621582031"
53049,YCAH,small_airport,Coolah Airport,504.0,OC,AU,AU-NSW,,YCAH,CLH,,"-31.773300170898438, 149.61000061035156"
53055,YCAR,medium_airport,Carnarvon Airport,13.0,OC,AU,AU-WA,Carnarvon,YCAR,CVQ,,"-24.880211, 113.67174"
53056,YCAS,small_airport,Casino Airport,86.0,OC,AU,AU-NSW,,YCAS,CSI,,"-28.88279914855957, 153.06700134277344"
53057,YCBA,medium_airport,Cobar Airport,724.0,OC,AU,AU-NSW,,YCBA,CAZ,,"-31.538299560546875, 145.79400634765625"
53058,YCBB,medium_airport,Coonabarabran Airport,2117.0,OC,AU,AU-NSW,,YCBB,COJ,,"-31.332500457763672, 149.26699829101562"
53059,YCBE,small_airport,Canobie Airport,,OC,AU,AU-QLD,Canobie,YCBE,CBY,,"-19.479400634799998, 140.927001953"
53061,YCBN,small_airport,Cape Barren Island Airport,,OC,AU,AU-TAS,,YCBN,CBI,,"-40.391700744628906, 148.01699829101562"
53063,YCBP,medium_airport,Coober Pedy Airport,740.0,OC,AU,AU-SA,,YCBP,CPD,,"-29.040000915527344, 134.7209930419922"
53064,YCBR,small_airport,Collarenebri Airport,152.0,OC,AU,AU-NSW,,YCBR,CRB,,"-29.521699905395508, 148.58200073242188"
53066,YCCA,medium_airport,Chinchilla Airport,1028.0,OC,AU,AU-QLD,,YCCA,CCL,,"-26.774999618530273, 150.61700439453125"
53069,YCCT,small_airport,Coconut Island Airport,3.0,OC,AU,AU-QLD,,YCCT,CNC,,"-10.050000190734863, 143.07000732421875"
53070,YCCY,medium_airport,Cloncurry Airport,616.0,OC,AU,AU-QLD,Cloncurry,YCCY,CNJ,,"-20.668600082399998, 140.503997803"
53075,YCDO,small_airport,Condobolin Airport,650.0,OC,AU,AU-NSW,,YCDO,CBX,,"-33.06439971923828, 147.20899963378906"
53076,YCDR,small_airport,Caloundra Airport,12.0,OC,AU,AU-QLD,,YCDR,CUD,,"-26.799999237060547, 153.10000610351562"
53079,YCDU,medium_airport,Ceduna Airport,77.0,OC,AU,AU-SA,,YCDU,CED,,"-32.13059997558594, 133.7100067138672"
53081,YCEE,medium_airport,Cleve Airport,589.0,OC,AU,AU-SA,,YCEE,CVC,,"-33.70970153808594, 136.5050048828125"
53085,YCF,seaplane_base,Cortes Bay Water Aerodrome,0.0,,CA,CA-BC,Cortes Bay,,YCF,AM6,"50.0630001, -124.930002"
53086,YCFD,small_airport,Camfield Airport,,OC,AU,AU-NT,,YCFD,CFI,,"-17.021699905395508, 131.32699584960938"
53088,YCFH,small_airport,Clifton Hills Airport,105.0,OC,AU,AU-SA,Clifton Hills,YCFH,CFH,,"-27.018299102800004, 138.891998291"
53089,YCFL,small_airport,Cape Flattery Airport,3609.0,OC,AU,AU-QLD,,YCFL,CQP,,"-14.970832, 145.311667"
53093,YCGO,small_airport,Chillagoe Airport,1110.0,OC,AU,AU-QLD,,YCGO,LLG,,"-17.1427993774, 144.529006958"
53094,YCHB,small_airport,Cherrabah Airport,2228.0,OC,AU,AU-QLD,Cherrabah Homestead Resort,YCHB,CRH,,"-28.4301, 152.08895"
53095,YCHK,small_airport,Graeme Rowley Aerodrome,1462.0,OC,AU,AU-WA,Christmas Creek Mine,YCHK,CKW,,"-22.3543, 119.6426"
53098,YCHT,small_airport,Charters Towers Airport,955.0,OC,AU,AU-QLD,,YCHT,CXT,,"-20.043100357055664, 146.2729949951172"
53100,YCIN,medium_airport,RAAF Base Curtin,300.0,OC,AU,AU-WA,,YCIN,DCN,,"-17.5813999176, 123.82800293"
53104,YCKI,small_airport,Croker Island Airport,16.0,OC,AU,AU-NT,,YCKI,CKI,,"-11.164999961853027, 132.48300170898438"
53105,YCKN,medium_airport,Cooktown Airport,26.0,OC,AU,AU-QLD,,YCKN,CTN,,"-15.444700241088867, 145.1840057373047"
53117,YCMT,medium_airport,Clermont Airport,908.0,OC,AU,AU-QLD,,YCMT,CMQ,,"-22.773099899291992, 147.62100219726562"
53118,YCMU,medium_airport,Cunnamulla Airport,630.0,OC,AU,AU-QLD,,YCMU,CMA,,"-28.030000686645508, 145.6219940185547"
53119,YCMW,small_airport,Camooweal Airport,241.0,OC,AU,AU-QLD,,YCMW,CML,,"-19.911699295043945, 138.125"
53121,YCNF,small_airport,Camp Nifty Airport,295.0,OC,AU,AU-WA,,YCNF,NIF,,"-21.67169952392578, 121.58699798583984"
53124,YCNK,small_airport,Cessnock Airport,210.0,OC,AU,AU-NSW,,YCNK,CES,,"-32.787498, 151.341995"
53125,YCNM,medium_airport,Coonamble Airport,604.0,OC,AU,AU-NSW,,YCNM,CNB,,"-30.983299255371094, 148.37600708007812"
53133,YCOD,small_airport,Cordillo Downs Airport,125.0,OC,AU,AU-SA,Cordillo Downs,YCOD,ODL,,"-26.74530029296875, 140.63800048828125"
53134,YCOE,medium_airport,Coen Airport,532.0,OC,AU,AU-QLD,Coen,YCOE,CUQ,,"-13.761133, 143.113311"
53138,YCOI,small_airport,Collie Airport,818.0,OC,AU,AU-WA,Collie,YCOI,CIE,,"-33.3666992188, 116.217002869"
53140,YCOM,medium_airport,Cooma Snowy Mountains Airport,3088.0,OC,AU,AU-NSW,Cooma,YCOM,OOM,,"-36.3005981445, 148.973999023"
53141,YCOO,small_airport,Cooinda Airport,13.0,OC,AU,AU-NT,,YCOO,CDA,,"-12.903300285339355, 132.53199768066406"
53143,YCOR,medium_airport,Corowa Airport,469.0,OC,AU,AU-NSW,,YCOR,CWW,,"-35.99470138549805, 146.35699462890625"
53149,YCPN,small_airport,Carpentaria Downs Airport,1585.0,OC,AU,AU-QLD,Carpentaria Downs,YCPN,CFP,,"-18.7166996002, 144.317001343"
53152,YCRG,medium_airport,Corryong Airport,963.0,OC,AU,AU-VIC,,YCRG,CYG,,"-36.18280029296875, 147.88800048828125"
53153,YCRK,small_airport,Christmas Creek Station Airport,540.0,OC,AU,AU-WA,Christmas Creek,YCRK,CXQ,,"-18.8728, 125.9338"
53157,YCRY,small_airport,Croydon Airport,107.0,OC,AU,AU-QLD,,YCRY,CDQ,,"-18.225000381469727, 142.25799560546875"
53161,YCSV,small_airport,Collinsville Airport,180.0,OC,AU,AU-QLD,,YCSV,KCE,,"-20.59670066833496, 147.86000061035156"
53165,YCTM,medium_airport,Cootamundra Airport,1110.0,OC,AU,AU-NSW,,YCTM,CMD,,"-34.6239013671875, 148.0279998779297"
53169,YCUA,small_airport,Cudal Airport,491.0,OC,AU,AU-NSW,,YCUA,CUG,,"-33.27830123901367, 148.76300048828125"
53171,YCUE,small_airport,Cue Airport,442.0,OC,AU,AU-WA,,YCUE,CUY,,"-27.446699142456055, 117.91799926757812"
53180,YCWA,small_airport,Coondewanna Airport,2300.0,OC,AU,AU-WA,Coondewanna,YCWA,CJF,,"-22.96669960022, 118.81300354004"
53183,YCWI,small_airport,Cowarie Airport,52.0,OC,AU,AU-SA,,YCWI,CWR,,"-27.711700439453125, 138.3280029296875"
53184,YCWL,small_airport,Cowell Airport,39.0,OC,AU,AU-SA,,YCWL,CCW,,"-33.66669845581055, 136.89199829101562"
53187,YCWR,medium_airport,Cowra Airport,966.0,OC,AU,AU-NSW,,YCWR,CWT,,"-33.84469985961914, 148.6490020751953"
53190,YCWY,small_airport,Coolawanyah Airport,1195.0,OC,AU,AU-WA,Coolawanyah Station,YCWY,COY,,"-21.7946, 117.755"
53194,YDAJ,small_airport,Dajarra Airport,335.0,OC,AU,AU-QLD,,YDAJ,DJR,,"-21.70829963684082, 139.5330047607422"
53197,YDAY,small_airport,Dalby Airport,1137.0,OC,AU,AU-QLD,,YDAY,DBY,,"-27.15530014038086, 151.26699829101562"
53198,YDBI,medium_airport,Dirranbandi Airport,567.0,OC,AU,AU-QLD,,YDBI,DRN,,"-28.591699600219727, 148.2169952392578"
53199,YDBR,small_airport,Dunbar Airport,15.0,OC,AU,AU-QLD,,YDBR,DNB,,"-16.049999237060547, 142.39999389648438"
53200,YDBY,medium_airport,Derby Airport,24.0,OC,AU,AU-WA,,YDBY,DRB,,"-17.3700008392334, 123.66100311279297"
53201,YDDF,small_airport,Drumduff Airport,,OC,AU,AU-QLD,Drumduff,YDDF,DFP,,"-16.0529994965, 143.011993408"
53209,YDGA,small_airport,Dalgaranga Gold Mine Airport,1459.0,OC,AU,AU-WA,,YDGA,DGD,,"-27.830277777800003, 117.316388889"
53211,YDGN,small_airport,Doongan Airport,,OC,AU,AU-WA,,YDGN,DNG,,"-15.386429, 126.302235"
53217,YDIX,small_airport,Dixie Airport,580.0,OC,AU,AU-QLD,New Dixie,YDIX,DXD,,"-15.1174944348, 143.316049576"
53219,YDKI,small_airport,Dunk Island Airport,6.0,OC,AU,AU-QLD,Dunk Island,YDKI,DKI,,"-17.9416999817, 146.13999939"
53223,YDLK,small_airport,Dulkaninna Airport,,OC,AU,AU-SA,Dulkaninna,YDLK,DLK,,"-29.0132999420166, 138.4810028076172"
53226,YDLQ,medium_airport,Deniliquin Airport,316.0,OC,AU,AU-NSW,Deniliquin,YDLQ,DNQ,,"-35.5593986511, 144.945999146"
53227,YDLT,small_airport,Delta Downs Airport,15.0,OC,AU,AU-QLD,,YDLT,DDN,,"-16.99169921875, 141.31700134277344"
53228,YDLV,small_airport,Delissaville Airport,34.0,OC,AU,AU-NT,,YDLV,DLV,,"-12.550000190734863, 130.68499755859375"
53229,YDLW,small_airport,Daly Waters Airport,700.0,OC,AU,AU-NT,Daly Waters,YDLW,DYW,,"-16.264695066399998, 133.383378983"
53232,YDMG,small_airport,Doomadgee Airport,153.0,OC,AU,AU-QLD,,YDMG,DMD,,"-17.9403, 138.822006"
53233,YDMN,small_airport,Daly River Airport,,OC,AU,AU-NT,,YDMN,DVR,,"-13.74980640411377, 130.69387817382812"
53236,YDNI,small_airport,Darnley Island Airport,,OC,AU,AU-QLD,Darnley Island,YDNI,NLF,,"-9.583330154418945, 143.76699829101562"
53245,YDOR,small_airport,Dorunda Airport,58.0,OC,AU,AU-QLD,Dorunda Outstation,YDOR,DRD,,"-16.5537, 141.8238"
53246,YDPD,small_airport,Davenport Downs Airport,95.0,OC,AU,AU-QLD,,YDPD,DVP,,"-24.149999618530273, 141.10800170898438"
53247,YDPO,medium_airport,Devonport Airport,33.0,OC,AU,AU-TAS,Devonport,YDPO,DPO,,"-41.1697006226, 146.429992676"
53252,YDRA,small_airport,Dongara Airport,,OC,AU,AU-WA,,YDRA,DOX,,"-29.298128, 114.927334"
53254,YDRD,small_airport,Drysdale River Airport,360.0,OC,AU,AU-WA,,YDRD,DRY,,"-15.7135703992, 126.38109684"
53256,YDRH,small_airport,Durham Downs Airport,116.0,OC,AU,AU-QLD,,YDRH,DHD,,"-27.075000762939453, 141.89999389648438"
53257,YDRI,small_airport,Durrie Airport,58.0,OC,AU,AU-QLD,,YDRI,DRR,,"-25.684999465942383, 140.22799682617188"
53262,YDUN,small_airport,Dunwich Airport,260.0,OC,AU,AU-QLD,Stradbroke Island,YDUN,SRR,,"-27.516700744629, 153.42799377441"
53264,YDVR,small_airport,Docker River Airport,589.0,OC,AU,AU-NT,,YDVR,DKV,,"-24.860000610351562, 129.07000732421875"
53268,YDYS,medium_airport,Dysart Airport,670.0,OC,AU,AU-QLD,,YDYS,DYA,,"-22.62220001220703, 148.36399841308594"
53269,YE-WDA,small_airport,Wadi Ain Airport,,AS,YE,YE-BA,Wadi Ain,,WDA,,"14.866999626159668, 45.54999923706055"
53272,YECH,medium_airport,Echuca Airport,323.0,OC,AU,AU-VIC,,YECH,ECH,,"-36.15719985961914, 144.76199340820312"
53273,YECL,small_airport,Eucla Airport,,OC,AU,AU-WA,,YECL,EUC,,"-31.700000762939453, 128.88299560546875"
53274,YEDA,small_airport,Etadunna Airport,,OC,AU,AU-SA,Etadunna,YEDA,ETD,,"-28.740800857543945, 138.58900451660156"
53278,YEEB,small_airport,Eneabba Airport,,OC,AU,AU-WA,Eneabba,YEEB,ENB,,"-29.832500457763672, 115.24600219726562"
53281,YEIN,small_airport,Einasleigh Airport,,OC,AU,AU-QLD,Einasleigh,YEIN,EIH,,"-18.503299713100002, 144.093994141"
53282,YELD,medium_airport,Elcho Island Airport,101.0,OC,AU,AU-NT,Elcho Island,YELD,ELC,,"-12.019399642899998, 135.570999146"
53285,YELK,small_airport,Elkedra Airport,,OC,AU,AU-NT,,YELK,EKD,,"-21.172500610399997, 135.444000244"
53294,YEML,medium_airport,Emerald Airport,624.0,OC,AU,AU-QLD,Emerald,YEML,EMD,,"-23.5674991608, 148.179000854"
53299,YEQ,small_airport,Yenkis(Yankisa) Airport,3692.0,OC,PG,PG-EPW,,AYYK,YEQ,YIS,"-5.10972222222, 143.917666667"
53303,YERL,small_airport,Erldunda Airport,,OC,AU,AU-NT,,YERL,EDD,,"-25.205799102800004, 133.253997803"
53304,YERN,small_airport,Ernabella Airport,707.0,OC,AU,AU-SA,,YERN,ERB,,"-26.2632999420166, 132.1820068359375"
53308,YESE,small_airport,Elrose Airport,645.0,OC,AU,AU-QLD,Elrose Mine,YESE,ERQ,YESE,"-20.9764, 141.0066"
53309,YESP,medium_airport,Esperance Airport,470.0,OC,AU,AU-WA,Esperance,YESP,EPR,,"-33.684399, 121.822998"
53314,YEVA,small_airport,Eva Downs Airport,,OC,AU,AU-NT,Eva Downs,YEVA,EVD,,"-18.0009994507, 134.863006592"
53315,YEVD,small_airport,Evans Head Aerodrome,20.0,OC,AU,AU-NSW,,YEVD,EVH,,"-29.093299865722656, 153.4199981689453"
53317,YEXM,small_airport,Exmouth Airport,,OC,AU,AU-WA,,YEXM,EXM,,"-22.033300399780273, 114.0999984741211"
53319,YFBS,medium_airport,Forbes Airport,760.0,OC,AU,AU-NSW,Forbes,YFBS,FRB,,"-33.363602, 147.934998"
53322,YFDF,small_airport,Fortescue - Dave Forrest Aerodrome,1555.0,OC,AU,AU-WA,Cloudbreak Village,YFDF,KFE,,"-22.290754, 119.437143"
53326,YFIL,small_airport,Finley Airport,,OC,AU,AU-NSW,,YFIL,FLY,,"-35.666698455799995, 145.550003052"
53327,YFLI,small_airport,Flinders Island Airport,10.0,OC,AU,AU-TAS,Flinders Island,YFLI,FLS,,"-40.0917015076, 147.992996216"
53328,YFLO,small_airport,Flora Valley Airport,,OC,AU,AU-WA,,YFLO,FVL,,"-18.2833003998, 128.417007446"
53330,YFNE,small_airport,Finke Airport,,OC,AU,AU-NT,Finke,YFNE,FIK,,"-25.5946998596, 134.582992554"
53336,YFRT,medium_airport,Forrest Airport,511.0,OC,AU,AU-WA,,YFRT,FOS,,"-30.83810043334961, 128.11500549316406"
53337,YFRV,small_airport,Oombulgurri Airport,22.0,OC,AU,AU-WA,Forrest River Mission,YFRV,FVR,YFRV,"-15.1647, 127.8401"
53340,YFST,small_airport,Forster (Wallis Is) Airport,4.0,OC,AU,AU-NSW,,YFST,FOT,,"-32.204200744628906, 152.47900390625"
53343,YFTZ,medium_airport,Fitzroy Crossing Airport,368.0,OC,AU,AU-WA,,YFTZ,FIZ,,"-18.181900024414062, 125.55899810791016"
53348,YGAM,small_airport,Gamboola Airport,,OC,AU,AU-QLD,,YGAM,GBP,,"-16.5499992371, 143.667007446"
53353,YGAY,small_airport,Gayndah Airport,369.0,OC,AU,AU-QLD,,YGAY,GAH,,"-25.61440086364746, 151.61900329589844"
53354,YGBI,small_airport,South Goulburn Is Airport,19.0,OC,AU,AU-NT,,YGBI,GBL,,"-11.649999618530273, 133.3820037841797"
53360,YGDH,medium_airport,Gunnedah Airport,863.0,OC,AU,AU-NSW,,YGDH,GUH,,"-30.96109962463379, 150.25100708007812"
53361,YGDI,small_airport,Goondiwindi Airport,714.0,OC,AU,AU-QLD,,YGDI,GOO,,"-28.521400451660156, 150.32000732421875"
53362,YGDN,small_airport,Gordon Downs Airport,800.0,OC,AU,AU-WA,Gordon Downs,YGDN,GDD,,"-18.6781005859375, 128.5919952392578"
53365,YGDS,small_airport,Gregory Downs Airport,52.0,OC,AU,AU-QLD,,YGDS,GGD,,"-18.625, 139.23300170898438"
53367,YGDW,small_airport,Granite Downs Airport,337.0,OC,AU,AU-SA,,YGDW,GTS,,"-26.948299407958984, 133.60699462890625"
53368,YGE,seaplane_base,Gorge Harbour Seaplane Base,0.0,,CA,CA-BC,Gorge Harbour,,YGE,,"50.0994, -125.0235"
53369,YGEL,medium_airport,Geraldton Airport,121.0,OC,AU,AU-WA,Geraldton,YGEL,GET,,"-28.796101, 114.707001"
53370,YGFN,medium_airport,Grafton Airport,110.0,OC,AU,AU-NSW,,YGFN,GFN,,"-29.7593994140625, 153.02999877929688"
53377,YGIA,small_airport,Ginbata Airport,1409.0,OC,AU,AU-WA,Ginbata,YGIA,GBW,,"-22.5812, 120.03553"
53378,YGIB,small_airport,Gibb River Airport,509.0,OC,AU,AU-WA,,YGIB,GBV,,"-16.42329978942871, 126.44499969482422"
53385,YGKL,small_airport,Great Keppel Is Airport,21.0,OC,AU,AU-QLD,Great Keppel Island,YGKL,GKL,,"-23.1833000183, 150.942001343"
53386,YGLA,medium_airport,Gladstone Airport,64.0,OC,AU,AU-QLD,Gladstone,YGLA,GLT,4680,"-23.869699, 151.223007"
53387,YGLB,medium_airport,Goulburn Airport,2141.0,OC,AU,AU-NSW,,YGLB,GUL,,"-34.810298919677734, 149.7259979248047"
53389,YGLE,small_airport,Glengyle Airport,91.0,OC,AU,AU-QLD,,YGLE,GLG,,"-24.808300018310547, 139.60000610351562"
53390,YGLG,small_airport,Geelong Airport,43.0,OC,AU,AU-VIC,,YGLG,GEX,,"-38.224998474121094, 144.33299255371094"
53391,YGLI,medium_airport,Glen Innes Airport,3433.0,OC,AU,AU-NSW,,YGLI,GLI,,"-29.674999237060547, 151.68899536132812"
53394,YGLO,small_airport,Glenormiston Airport,158.0,OC,AU,AU-QLD,,YGLO,GLM,,"-22.8882999420166, 138.8249969482422"
53400,YGN,seaplane_base,Greenway Sound Seaplane Base,,,CA,CA-BC,Broughton Island,CYGN,YGN,CYGN,"50.839, -126.775"
53403,YGNF,small_airport,Grenfell Airport,1080.0,OC,AU,AU-NSW,Grenfell,YGNF,GFE,,"-34, 148.132995605"
53404,YGNV,small_airport,Greenvale Airport,,OC,AU,AU-QLD,,YGNV,GVP,,"-18.9966, 145.0136"
53407,YGON,small_airport,Mount Gordon Airport,900.0,OC,AU,AU-QLD,Mount Gordon Mine,YGON,GPD,,"-19.77265, 139.40425"
53411,YGPT,medium_airport,Garden Point Airport,90.0,OC,AU,AU-NT,,YGPT,GPN,,"-11.40250015258789, 130.4219970703125"
53415,YGSC,small_airport,Gascoyne Junction Airport,499.0,OC,AU,AU-WA,Gascoyne Junction,YGSC,GSC,,"-25.0546, 115.2026"
53416,YGTE,medium_airport,Groote Eylandt Airport,53.0,OC,AU,AU-NT,Groote Eylandt,YGTE,GTE,,"-13.975000381500001, 136.460006714"
53417,YGTH,medium_airport,Griffith Airport,439.0,OC,AU,AU-NSW,Griffith,YGTH,GFF,,"-34.2508010864, 146.067001343"
53418,YGTN,small_airport,Georgetown Airport,995.0,OC,AU,AU-QLD,,YGTN,GTT,,"-18.30500030517578, 143.52999877929688"
53419,YGTO,small_airport,Georgetown (Tas) Airport,,OC,AU,AU-TAS,,YGTO,GEE,,"-41.08000183105469, 146.83999633789062"
53426,YGYM,small_airport,Gympie Airport,260.0,OC,AU,AU-QLD,,YGYM,GYP,,"-26.282800674438477, 152.70199584960938"
53431,YHAW,small_airport,Wilpena Pound Airport,321.0,OC,AU,AU-SA,Hawker,YHAW,HWK,,"-31.855907440185547, 138.46807861328125"
53432,YHAY,medium_airport,Hay Airport,305.0,OC,AU,AU-NSW,,YHAY,HXX,,"-34.53139877319336, 144.8300018310547"
